left,right
COL make VAL LR COL model VAL 45 COL series VAL 70 COL name VAL LEARJET,COL mfr VAL FAIRCHILD COL model VAL KR-21
COL make VAL A COL model VAL 320 COL series VAL 233 COL name VAL nan,COL mfr VAL BELL COL model VAL 230
COL make VAL B COL model VAL 747 COL series VAL 2D3B COL name VAL SUPERJET,COL mfr VAL AIRBUS COL model VAL A340-312
COL make VAL WACO COL model VAL GXE COL series VAL GXE COL name VAL nan,COL mfr VAL GULFSTREAM AMERICAN CORP. COL model VAL G-1159A
COL make VAL MURPHY COL model VAL SR3500 COL series VAL MOOSE COL name VAL MOOSE,COL mfr VAL CONVAIR COL model VAL 240-11
COL make VAL AIRCRN COL model VAL HU16 COL series VAL A COL name VAL ALBATROSS,COL mfr VAL BRITISH AIRCRAFT CORP COL model VAL BAC 1-11 211/AH
COL make VAL GA COL model VAL 112 COL series VAL TC COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL R6D-1
COL make VAL GA COL model VAL 520 COL series VAL 520 COL name VAL nan,COL mfr VAL BEECH COL model VAL UC-45F
COL make VAL WM COL model VAL UH COL series VAL 1H COL name VAL BELL 205,COL mfr VAL AVIAT AIRCRAFT INC COL model VAL A-1B
COL make VAL BAE COL model VAL 146 COL series VAL 300A COL name VAL nan,COL mfr VAL BELL COL model VAL OH-58A+
COL make VAL M COL model VAL 4 COL series VAL S COL name VAL nan,COL mfr VAL STEARMAN AIRCRAFT COL model VAL C3-P
COL make VAL AMD COL model VAL 10 COL series VAL 10 COL name VAL FALCON,COL mfr VAL AIRBUS COL model VAL A318-111
COL make VAL B COL model VAL 747 COL series VAL 124 COL name VAL SUPERJET,COL mfr VAL NORTH AMERICAN COL model VAL B-25H
COL make VAL AR COL model VAL 7 COL series VAL S7AC COL name VAL nan,COL mfr VAL CESSNA COL model VAL 182
COL make VAL BL COL model VAL 8 COL series VAL 8KCAB COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-28RT-201
COL make VAL MORAVN COL model VAL Z242L COL series VAL Z242L COL name VAL nan,COL mfr VAL BOEING COL model VAL KC-97G
COL make VAL GA COL model VAL 685 COL series VAL 685 COL name VAL COMMANDER 685,COL mfr VAL TRAVEL AIR COL model VAL E-4000
COL make VAL BHT COL model VAL 47 COL series VAL G3B2A COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-2U4
COL make VAL BE COL model VAL 23 COL series VAL C24R COL name VAL SIERRA 200,COL mfr VAL BEECH COL model VAL C24R
COL make VAL B COL model VAL 727 COL series VAL 260 COL name VAL nan,COL mfr VAL BELL COL model VAL 47G-2
COL make VAL P COL model VAL 136 COL series VAL L1 COL name VAL ROYAL GULL,COL mfr VAL CURTISS WRIGHT COL model VAL TRAVEL AIR B9-4000
COL make VAL MD COL model VAL 369 COL series VAL F COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-38-112
COL make VAL B COL model VAL 727 COL series VAL 225 COL name VAL nan,COL mfr VAL GRUMMAN COL model VAL G-1159
COL make VAL BE COL model VAL 17 COL series VAL D17A COL name VAL nan,COL mfr VAL CESSNA COL model VAL T210H
COL make VAL CV COL model VAL 240 COL series VAL 3 COL name VAL nan,COL mfr VAL AIR TRACTOR INC COL model VAL AT-300
COL make VAL GROB COL model VAL G520 COL series VAL G520 COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-SP70
COL make VAL RKWELL COL model VAL B1 COL series VAL A COL name VAL nan,COL mfr VAL VERTOL COL model VAL 42A
COL make VAL BE COL model VAL 65 COL series VAL 65 COL name VAL QUEEN AIR,COL mfr VAL ROCKWELL INTERNATIONAL CORP COL model VAL 695
COL make VAL PA COL model VAL 11 COL series VAL 11 COL name VAL CUB,COL mfr VAL RAYTHEON CORPORATE JETS INC COL model VAL HAWKER 800
COL make VAL B COL model VAL 737 COL series VAL 8BK COL name VAL nan,COL mfr VAL AYRES CORPORATION COL model VAL S2R-G6
COL make VAL CE COL model VAL 172 COL series VAL F COL name VAL SKYHAWK,COL mfr VAL ECLIPSE AVIATION CORP COL model VAL EA500
COL make VAL B COL model VAL 727 COL series VAL 2H3 COL name VAL nan,COL mfr VAL VALENTIN GMBH COL model VAL TAIFUN 17E
COL make VAL CE COL model VAL 337 COL series VAL T337B COL name VAL nan,COL mfr VAL BOEING COL model VAL 777-224
COL make VAL B COL model VAL 757 COL series VAL 2B7 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 310
COL make VAL B COL model VAL 737 COL series VAL 758 COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-73S
COL make VAL B COL model VAL 720 COL series VAL 040B COL name VAL nan,COL mfr VAL WACO COL model VAL EGC-7
COL make VAL BV COL model VAL 234 COL series VAL 234 COL name VAL nan,COL mfr VAL PARAMOUNT COL model VAL CABINAIRE
COL make VAL CE COL model VAL 305 COL series VAL D COL name VAL BIRD DOG,COL mfr VAL BOEING COL model VAL 737-4K5
COL make VAL CE COL model VAL 170 COL series VAL A COL name VAL nan,COL mfr VAL BEECH COL model VAL E17L
COL make VAL CALAIR COL model VAL A COL series VAL 9A COL name VAL nan,COL mfr VAL AERO COMMANDER COL model VAL CALLAIR A-9A
COL make VAL B COL model VAL 707 COL series VAL 331B COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-146B
COL make VAL B COL model VAL 727 COL series VAL 212 COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-212
COL make VAL WACO COL model VAL CRG COL series VAL CRG COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-329
COL make VAL A COL model VAL 320 COL series VAL 212 COL name VAL nan,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A320-212
COL make VAL MD COL model VAL 369 COL series VAL H COL name VAL nan,COL mfr VAL CESSNA COL model VAL 210G
COL make VAL SR COL model VAL 7 COL series VAL C COL name VAL nan,COL mfr VAL FAIRCHILD COL model VAL 24 C8
COL make VAL B COL model VAL 737 COL series VAL 5L9 COL name VAL nan,COL mfr VAL BOEING COL model VAL 707-330C
COL make VAL ARCTIC COL model VAL S1A COL series VAL 85F COL name VAL nan,COL mfr VAL BEECH COL model VAL B300C
COL make VAL PA COL model VAL 28 COL series VAL 151 COL name VAL CHEROKEE WARRIOR,COL mfr VAL BEECH COL model VAL 70
COL make VAL AVIAT COL model VAL A1C COL series VAL 200 COL name VAL HUSKY,COL mfr VAL AVIAT AIRCRAFT INC COL model VAL A-1C-200
COL make VAL WACO COL model VAL JC COL series VAL DJC6 COL name VAL nan,COL mfr VAL CURTISS WRIGHT COL model VAL P-40N
COL make VAL B COL model VAL 17 COL series VAL G COL name VAL nan,COL mfr VAL BRITISH AEROSPACE COL model VAL AVRO-146RJ100A
COL make VAL B COL model VAL 727 COL series VAL 63 COL name VAL nan,COL mfr VAL BEECH COL model VAL B95A
COL make VAL B COL model VAL 737 COL series VAL 33R COL name VAL nan,COL mfr VAL BEECH COL model VAL B90
COL make VAL AS COL model VAL 350 COL series VAL B2 COL name VAL ECUREUIL,COL mfr VAL CONVAIR COL model VAL BT-13A
COL make VAL PA COL model VAL 22 COL series VAL S135 COL name VAL TRI-PACER,COL mfr VAL BEECH COL model VAL 3NMT
COL make VAL B COL model VAL 737 COL series VAL 2J8 COL name VAL nan,COL mfr VAL BOEING COL model VAL 707-385C
COL make VAL B COL model VAL 777 COL series VAL F COL name VAL nan,COL mfr VAL MCDONNELL DOUGLAS COL model VAL MD-90-30
COL make VAL SR COL model VAL 6 COL series VAL B COL name VAL nan,COL mfr VAL STINSON COL model VAL SR-6B
COL make VAL CE COL model VAL 425 COL series VAL 425 COL name VAL CONQUEST I,COL mfr VAL BELL COL model VAL 222
COL make VAL CE COL model VAL 401 COL series VAL A COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL R4D-5
COL make VAL BL COL model VAL 17 COL series VAL 31 COL name VAL VIKING,COL mfr VAL BELLANCA COL model VAL 17-31TC
COL make VAL B COL model VAL 747 COL series VAL 128 COL name VAL SUPERJET,COL mfr VAL HUGHES COL model VAL 369H
COL make VAL AS COL model VAL 350D COL series VAL 350BA COL name VAL ECUREUIL,COL mfr VAL CESSNA COL model VAL 150C
COL make VAL TS COL model VAL 2 COL series VAL A COL name VAL nan,COL mfr VAL DIAMOND AIRCRAFT IND GMBH COL model VAL HK 36 TC
COL make VAL B COL model VAL 707 COL series VAL 311C COL name VAL nan,COL mfr VAL DEHAVILLAND COL model VAL DH104 DOVE 7A
COL make VAL MBB COL model VAL BK117 COL series VAL D2 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 411A
COL make VAL BHT COL model VAL 47 COL series VAL D1 COL name VAL nan,COL mfr VAL SAAB-SCANIA COL model VAL SF340A
COL make VAL B COL model VAL 737 COL series VAL 2V5 COL name VAL nan,COL mfr VAL BEECH COL model VAL C23
COL make VAL CHAMP COL model VAL 7 COL series VAL FC COL name VAL TRI-TRAVELLER,COL mfr VAL ALON COL model VAL A-2A
COL make VAL BE COL model VAL 23 COL series VAL C23 COL name VAL MUSKETEER II,COL mfr VAL BEECH COL model VAL C23
COL make VAL CH COL model VAL 46E COL series VAL None COL name VAL nan,COL mfr VAL CESSNA COL model VAL U206A
COL make VAL GA COL model VAL 695 COL series VAL B COL name VAL nan,COL mfr VAL CONVAIR COL model VAL BT-13A
COL make VAL G COL model VAL 21 COL series VAL 21 COL name VAL nan,COL mfr VAL BOEING COL model VAL 767-300
COL make VAL B COL model VAL 727 COL series VAL 82 COL name VAL nan,COL mfr VAL SIKORSKY COL model VAL UH-19F
COL make VAL LAIRD COL model VAL LCB COL series VAL 200 COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-3TO
COL make VAL BHT COL model VAL 210 COL series VAL 210 COL name VAL nan,COL mfr VAL BELL COL model VAL UH-1B
COL make VAL BE COL model VAL 65 COL series VAL A901JU21A COL name VAL UTE,COL mfr VAL SWEARINGEN COL model VAL SA-226T
COL make VAL BE COL model VAL 300 COL series VAL B300 COL name VAL SUPER KING AIR,COL mfr VAL BEECH COL model VAL B300
COL make VAL PA COL model VAL J3 COL series VAL F50 COL name VAL CUB,COL mfr VAL BEECH COL model VAL 400A
COL make VAL SK COL model VAL 58 COL series VAL JT COL name VAL nan,COL mfr VAL MD HELICOPTERS INC COL model VAL 600N
COL make VAL AVIAT COL model VAL A COL series VAL 1B COL name VAL nan,COL mfr VAL WACO COL model VAL YPF-7
COL make VAL TCRAFK COL model VAL BF COL series VAL 60 COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-31-350
COL make VAL B COL model VAL 727 COL series VAL 2J7 COL name VAL nan,COL mfr VAL DASSAULT/SUD COL model VAL FAN JET FALCON SER E
COL make VAL MU COL model VAL 2B COL series VAL 60 COL name VAL nan,COL mfr VAL CESSNA COL model VAL TP206E
COL make VAL TH COL model VAL 1F COL series VAL TAM COL name VAL BELL204,COL mfr VAL PIPER COL model VAL J5A-80
COL make VAL PA COL model VAL J3 COL series VAL P COL name VAL nan,COL mfr VAL LAKE COL model VAL LA-4
COL make VAL B COL model VAL 757 COL series VAL 258 COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-221
COL make VAL R COL model VAL 44 COL series VAL II COL name VAL nan,COL mfr VAL AEROSPATIALE COL model VAL AS350 B2 ECUREUIL
COL make VAL NAVION COL model VAL NAVION COL series VAL L17C COL name VAL nan,COL mfr VAL RAYTHEON AIRCRAFT COMPANY COL model VAL HAWKER 4000
COL make VAL BE COL model VAL 50 COL series VAL D50 COL name VAL TWIN BONANZA,COL mfr VAL TEXAS HELICOPTER CORP COL model VAL OH-13E
COL make VAL TCRAFT COL model VAL 21 COL series VAL F21B COL name VAL nan,COL mfr VAL TAYLORCRAFT COL model VAL F21B
COL make VAL AGUSTA COL model VAL A109 COL series VAL E COL name VAL nan,COL mfr VAL BELL COL model VAL OH-13E
COL make VAL CE COL model VAL 195 COL series VAL B COL name VAL nan,COL mfr VAL CIRRUS DESIGN CORP COL model VAL SR22
COL make VAL DHC COL model VAL 8 COL series VAL 202 COL name VAL nan,COL mfr VAL TAYLORCRAFT COL model VAL BCS
COL make VAL BT COL model VAL 13 COL series VAL 13 COL name VAL nan,COL mfr VAL BEECH COL model VAL 65-A90-1
COL make VAL B COL model VAL 737 COL series VAL 230 COL name VAL nan,COL mfr VAL AIR TRACTOR INC COL model VAL AT-602
COL make VAL DC COL model VAL 10 COL series VAL 15 COL name VAL nan,COL mfr VAL EMBRAER COL model VAL EMB-120RT
COL make VAL BE COL model VAL 200 COL series VAL A200 COL name VAL SUPER KING AIR,COL mfr VAL BEAGLE COL model VAL B.206 SERIES 1
COL make VAL DH COL model VAL 104 COL series VAL 1A COL name VAL DOVE,COL mfr VAL WACO COL model VAL QCF
COL make VAL CE COL model VAL 320 COL series VAL F COL name VAL EXECUTIVE SKYKNIGHT,COL mfr VAL BELL COL model VAL OH-13E
COL make VAL L COL model VAL 382 COL series VAL E COL name VAL HERCULES,COL mfr VAL BEECH COL model VAL F33A
COL make VAL PA COL model VAL 31 COL series VAL P COL name VAL PRESSURIZED NAVAJO,COL mfr VAL AMERICAN CHAMPION AIRCRAFT COL model VAL 8GCBC
COL make VAL CHAMP COL model VAL 8 COL series VAL KCAB COL name VAL CITABRIA PRO,COL mfr VAL TEXTRON AVIATION INC COL model VAL 700
COL make VAL CE COL model VAL 180 COL series VAL 180 COL name VAL SKYWAGON,COL mfr VAL CESSNA COL model VAL P210R
COL make VAL MORAVN COL model VAL ZLIN COL series VAL Z242L COL name VAL nan,COL mfr VAL MORAVAN COL model VAL Z242L
COL make VAL B COL model VAL 707 COL series VAL 320C COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-2N7
COL make VAL A COL model VAL 310 COL series VAL 222 COL name VAL AIRBUS,COL mfr VAL PARTENAVIA S.P.A COL model VAL P 68 C/TC
COL make VAL B COL model VAL 747 COL series VAL 212F COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-16S
COL make VAL SR COL model VAL 8 COL series VAL A COL name VAL nan,COL mfr VAL FAIRCHILD COL model VAL 24 G
COL make VAL B COL model VAL 737 COL series VAL 724 COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL DC-8-73F
COL make VAL BAC COL model VAL 111 COL series VAL 422EQ COL name VAL BAC 111,COL mfr VAL BOEING COL model VAL 727-2B7
COL make VAL SK COL model VAL 58 COL series VAL HT COL name VAL nan,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A310-203
COL make VAL K COL model VAL 600 COL series VAL HUK1 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 172A
COL make VAL B COL model VAL 767 COL series VAL 238 COL name VAL nan,COL mfr VAL BEECH COL model VAL E33A
COL make VAL PA COL model VAL 16 COL series VAL S COL name VAL CLIPPER,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A320-231
COL make VAL AR COL model VAL 15 COL series VAL S15AC COL name VAL nan,COL mfr VAL AYRES CORPORATION COL model VAL S2R-T65
COL make VAL B COL model VAL 707 COL series VAL 131 COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-228
COL make VAL EC COL model VAL 130T2 COL series VAL 130T2 COL name VAL nan,COL mfr VAL REIMS COL model VAL CESSNA FT337E
COL make VAL BAC COL model VAL 111 COL series VAL 416EK COL name VAL BAC 111,COL mfr VAL COLUMBIA HELICOPTERS INC COL model VAL CH-47D
COL make VAL B COL model VAL 737 COL series VAL 86N COL name VAL nan,COL mfr VAL AERONCA COL model VAL 65-TAL
COL make VAL DH COL model VAL 104 COL series VAL 7A COL name VAL DOVE,COL mfr VAL DEHAVILLAND COL model VAL DH104 DOVE 7A
COL make VAL CURTIS COL model VAL TRVAIR COL series VAL K4000 COL name VAL TRAVEL AIR,COL mfr VAL PIPER COL model VAL PA-22-150
COL make VAL B COL model VAL 767 COL series VAL 283 COL name VAL nan,COL mfr VAL PARTENAVIA COL model VAL P68-TC OBSERVER
COL make VAL CE COL model VAL 320 COL series VAL C COL name VAL SKYKNIGHT,COL mfr VAL CESSNA COL model VAL 320C
COL make VAL BL COL model VAL 7 COL series VAL FC COL name VAL nan,COL mfr VAL AERONCA COL model VAL 7FC
COL make VAL BE COL model VAL 300 COL series VAL 300 COL name VAL SUPER KING AIR,COL mfr VAL BRITISH AEROSPACE COL model VAL BAE 146 SERIES 300A
COL make VAL RDC COL model VAL TH COL series VAL 1F COL name VAL HUEY,COL mfr VAL CHAMPION COL model VAL 7GCBC
COL make VAL CE COL model VAL 188 COL series VAL A188B COL name VAL AGWAGON,COL mfr VAL CONVAIR COL model VAL 240-12
COL make VAL AS COL model VAL 350D COL series VAL 350B3 COL name VAL ECUREUIL,COL mfr VAL BOEING COL model VAL 757-324
COL make VAL DC COL model VAL 4 COL series VAL C54BDC COL name VAL nan,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A319-111
COL make VAL A COL model VAL 320 COL series VAL 211 COL name VAL AIRBUS,COL mfr VAL BOEING COL model VAL 767-316
COL make VAL BE COL model VAL 95 COL series VAL C55 COL name VAL BARON,COL mfr VAL DORNIER COL model VAL DORNIER 228-202
COL make VAL B COL model VAL 777 COL series VAL 2D7 COL name VAL nan,COL mfr VAL MOONEY COL model VAL M20D
COL make VAL PIGMAN COL model VAL REARWN COL series VAL 8135T COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-8HVF
COL make VAL SR COL model VAL 10 COL series VAL B COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-467F
COL make VAL PA COL model VAL 31 COL series VAL 31 COL name VAL NAVAJO,COL mfr VAL PIPER COL model VAL PA-31T
COL make VAL HAWKIN COL model VAL C118 COL series VAL A COL name VAL nan,COL mfr VAL CESSNA COL model VAL 182S
COL make VAL A COL model VAL 321 COL series VAL 251NX COL name VAL nan,COL mfr VAL CESSNA COL model VAL 150K
COL make VAL B COL model VAL 727 COL series VAL 208 COL name VAL nan,COL mfr VAL PORTERFIELD COL model VAL FP-65
COL make VAL AS COL model VAL 350 COL series VAL B3 COL name VAL ECUREUIL,COL mfr VAL SIKORSKY COL model VAL H-19G
COL make VAL M COL model VAL 4 COL series VAL BEEDEE COL name VAL nan,COL mfr VAL HILLER COL model VAL OH-23G
COL make VAL CE COL model VAL 337 COL series VAL F COL name VAL SUPER SKYMASTER,COL mfr VAL CURTISS WRIGHT COL model VAL P-40N
COL make VAL BEAGLE COL model VAL 206 COL series VAL 2 COL name VAL BEAGLE,COL mfr VAL BRITTEN-NORMAN COL model VAL BN-2 ISLANDER
COL make VAL BE COL model VAL 18 COL series VAL D18S COL name VAL TWIN BEECH,COL mfr VAL BEECH COL model VAL 95-B55 (T42A)
COL make VAL MBB COL model VAL BK117 COL series VAL A1 COL name VAL SPACE SHIP,COL mfr VAL LOCKHEED COL model VAL 14-N3
COL make VAL P COL model VAL 180 COL series VAL 180 COL name VAL nan,COL mfr VAL EPIC AIRCRAFT LLC COL model VAL E1000
COL make VAL REIMS COL model VAL FRA150 COL series VAL L COL name VAL nan,COL mfr VAL IAI LTD COL model VAL GULFSTREAM G280
COL make VAL PA COL model VAL 28R COL series VAL 180 COL name VAL ARROW,COL mfr VAL TRAVEL AIR COL model VAL D-4000
COL make VAL BAC COL model VAL 111 COL series VAL 412AEB COL name VAL BAC 111,COL mfr VAL BOEING COL model VAL 727-294
COL make VAL B COL model VAL 767 COL series VAL 2Q4 COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-2Y4
COL make VAL B COL model VAL 737 COL series VAL 201 COL name VAL nan,COL mfr VAL WACO COL model VAL DJC-6
COL make VAL BE COL model VAL 95 COL series VAL D95A COL name VAL TRAVEL AIR,COL mfr VAL BEECH COL model VAL B200C
COL make VAL BE COL model VAL 65 COL series VAL A658200 COL name VAL QUEEN AIR,COL mfr VAL PIPER COL model VAL J5C
COL make VAL MU COL model VAL 300 COL series VAL 300 COL name VAL DIAMOND 1,COL mfr VAL CESSNA COL model VAL 170B
COL make VAL PA COL model VAL 18 COL series VAL S105 COL name VAL SUPER CUB,COL mfr VAL CESSNA COL model VAL 340A
COL make VAL DASALT COL model VAL FALCON COL series VAL 900EX COL name VAL nan,COL mfr VAL CHAMPION COL model VAL 7KCAB
COL make VAL HS COL model VAL 748 COL series VAL 2A COL name VAL nan,COL mfr VAL CESSNA COL model VAL 207A
COL make VAL PA COL model VAL 31 COL series VAL P COL name VAL PRESSURIZED NAVAJO,COL mfr VAL AIRBUS INDUSTRIE COL model VAL A320-211
COL make VAL B COL model VAL 727 COL series VAL 222 COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-2T7
COL make VAL B COL model VAL 737 COL series VAL 247 COL name VAL nan,COL mfr VAL CESSNA COL model VAL 402
COL make VAL STRMAN COL model VAL 4 COL series VAL D COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-3S1
COL make VAL RISLEY COL model VAL H21 COL series VAL B COL name VAL nan,COL mfr VAL BRITISH AIRCRAFT CORP COL model VAL BAC 1-11 204/AF
COL make VAL BO COL model VAL 105 COL series VAL S COL name VAL nan,COL mfr VAL MESSERSCHMITT-BOELKOW-BLOHM COL model VAL BO-105S
COL make VAL B COL model VAL 737 COL series VAL 8JP COL name VAL nan,COL mfr VAL HILLER COL model VAL UH-12B
COL make VAL SM COL model VAL 6000 COL series VAL 6000 COL name VAL SM-6000 AIRLINER,COL mfr VAL BOEING COL model VAL 727-2F9
COL make VAL BV COL model VAL 42 COL series VAL 44B COL name VAL nan,COL mfr VAL CESSNA COL model VAL T337G
COL make VAL AMD COL model VAL 20 COL series VAL E COL name VAL FAN JET FALCON,COL mfr VAL CESSNA COL model VAL P206E
COL make VAL B COL model VAL 737 COL series VAL 301 COL name VAL nan,COL mfr VAL BRITTEN-NORMAN COL model VAL BN2A-26 ISLANDER
COL make VAL CV COL model VAL 240 COL series VAL 1 COL name VAL nan,COL mfr VAL WACO COL model VAL ZGC-8
COL make VAL GA COL model VAL 7 COL series VAL 7 COL name VAL COUGAR,COL mfr VAL REIMS AVIATION COL model VAL CESSNA F177RG
COL make VAL FRCHLD COL model VAL KR31 COL series VAL KR31 COL name VAL nan,COL mfr VAL CONVAIR COL model VAL 640
COL make VAL B COL model VAL 747 COL series VAL 409 COL name VAL nan,COL mfr VAL WACO COL model VAL YKC-S
COL make VAL SK COL model VAL 92 COL series VAL A COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-20-115
COL make VAL WACO COL model VAL R COL series VAL BA COL name VAL nan,COL mfr VAL BEECH COL model VAL V35
COL make VAL A COL model VAL 330 COL series VAL 323 COL name VAL nan,COL mfr VAL BOEING COL model VAL 747-312
COL make VAL AR COL model VAL 7 COL series VAL EC COL name VAL CHAMPION,COL mfr VAL LOCKHEED COL model VAL 188C
COL make VAL CE COL model VAL 172 COL series VAL R172J COL name VAL HAWK-XP,COL mfr VAL TEXTRON AVIATION INC COL model VAL 680A
COL make VAL PA COL model VAL 28R COL series VAL 180 COL name VAL ARROW,COL mfr VAL CESSNA AIRCRAFT CO COL model VAL 162
COL make VAL STRMAN COL model VAL 4 COL series VAL D COL name VAL nan,COL mfr VAL CESSNA COL model VAL C-37
COL make VAL TCRAFK COL model VAL BL COL series VAL 65 COL name VAL nan,COL mfr VAL AERONCA COL model VAL 11AC
COL make VAL MDHS COL model VAL MD COL series VAL 900 COL name VAL nan,COL mfr VAL BOEING COL model VAL 727-46
COL make VAL DASALT COL model VAL FALCON COL series VAL 2000 COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-210C
COL make VAL BE COL model VAL 33 COL series VAL E33C COL name VAL BONANZA,COL mfr VAL CESSNA COL model VAL 172L
COL make VAL DA COL model VAL 20 COL series VAL C1 COL name VAL nan,COL mfr VAL DIAMOND AIRCRAFT IND INC COL model VAL DA20-C1
COL make VAL BAE COL model VAL 125 COL series VAL 800B COL name VAL nan,COL mfr VAL CONVAIR COL model VAL 240-24
COL make VAL SK COL model VAL 58 COL series VAL JT COL name VAL nan,COL mfr VAL MAULE COL model VAL M-5-200
COL make VAL PA COL model VAL J5 COL series VAL L4F COL name VAL CUB CRUISER,COL mfr VAL DOUGLAS COL model VAL A-20G
COL make VAL CW COL model VAL 20 COL series VAL TSUPER COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-7K9
COL make VAL SR COL model VAL 10 COL series VAL C COL name VAL nan,COL mfr VAL GOVERNMENT AIRCRAFT FACTORIES COL model VAL N22S
COL make VAL B COL model VAL 737 COL series VAL 268 COL name VAL nan,COL mfr VAL MIL COL model VAL MI-8
COL make VAL B COL model VAL 737 COL series VAL 8JP COL name VAL nan,COL mfr VAL WACO COL model VAL UKC-S
COL make VAL CE COL model VAL 188 COL series VAL A188A COL name VAL AGWAGON,COL mfr VAL LEARJET INC COL model VAL 45
COL make VAL B COL model VAL 727 COL series VAL 2J4 COL name VAL nan,COL mfr VAL PARTENAVIA S.P.A COL model VAL P 68 C/TC
COL make VAL BHT COL model VAL 222 COL series VAL B COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-236
COL make VAL WTHRLY COL model VAL 201 COL series VAL 201 COL name VAL nan,COL mfr VAL DASSAULT-BREGUET COL model VAL MYSTERE FALCON 200
COL make VAL PA COL model VAL J5 COL series VAL L4F COL name VAL CUB CRUISER,COL mfr VAL LOCKHEED COL model VAL P2V-7
COL make VAL ACMNDR COL model VAL 200 COL series VAL 200 COL name VAL nan,COL mfr VAL PIPER COL model VAL PA46-500TP
COL make VAL MD COL model VAL 500 COL series VAL N COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-76Q
COL make VAL PA COL model VAL 46R COL series VAL 350T COL name VAL MALIBU MATRIX,COL mfr VAL BELL COL model VAL 47G
COL make VAL SK COL model VAL 64 COL series VAL A COL name VAL nan,COL mfr VAL BELL COL model VAL 47G3B2A
COL make VAL ENSTRM COL model VAL F28 COL series VAL A COL name VAL nan,COL mfr VAL BOEING COL model VAL 737-9
COL make VAL DASALT COL model VAL FALCON COL series VAL 7X COL name VAL nan,COL mfr VAL DASSAULT AVIATION COL model VAL FALCON 7X
COL make VAL B COL model VAL 737 COL series VAL 375 COL name VAL nan,COL mfr VAL AERONCA COL model VAL KM
COL make VAL GA COL model VAL 200 COL series VAL 200 COL name VAL nan,COL mfr VAL BELL COL model VAL 206L
COL make VAL BHT COL model VAL 205 COL series VAL A1 COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-32R-300
COL make VAL PC COL model VAL 6 COL series VAL 350 COL name VAL nan,COL mfr VAL AEROSPATIALE COL model VAL AS350D
COL make VAL B COL model VAL 767 COL series VAL 222 COL name VAL nan,COL mfr VAL CESSNA COL model VAL U206B
COL make VAL CATS COL model VAL TECNAM COL series VAL P2012 COL name VAL nan,COL mfr VAL BOEING COL model VAL 767-33A
COL make VAL CE COL model VAL 310 COL series VAL E COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-18A-135RESTRICTED
COL make VAL STRMAN COL model VAL 4 COL series VAL E COL name VAL nan,COL mfr VAL PIPER COL model VAL PA-28RT-201T
COL make VAL BHT COL model VAL 230 COL series VAL 230 COL name VAL nan,COL mfr VAL DOUGLAS COL model VAL C-53D
COL make VAL STNSON COL model VAL 108 COL series VAL 3 COL name VAL nan,COL mfr VAL GARLICK HELICOPTERS INC COL model VAL UH-1B
COL make VAL BE COL model VAL 95 COL series VAL D95A COL name VAL TRAVEL AIR,COL mfr VAL BOEING COL model VAL 747-357
COL make VAL B COL model VAL 747 COL series VAL SP70 COL name VAL SUPERJET,COL mfr VAL REIMS AVIATION S.A. COL model VAL CESSNA FR172K
COL make VAL CE COL model VAL 182 COL series VAL B COL name VAL SKYLANE,COL mfr VAL COSTRUZIONI AERONAUTICHE TECNA COL model VAL P2006T
COL make VAL TB COL model VAL 9 COL series VAL 9 COL name VAL nan,COL mfr VAL FAIRCHILD COL model VAL KR-31
