left,right,match,match_confidence,gold,left_id,right_id,source,left_kv,right_kv,left_count,right_kv_distinct
"COL make VAL FAIRCHILD COL model VAL KR31 COL name VAL CHALLENGER COL cert VAL TC 2-510, ATC 19",COL mfr VAL FAIRCHILD (1) COL model VAL KR-31 COL code VAL KR31,1,0.9999885578672307,1,FAIRCHILD KR31,KR31 KR-31,doc8643_description,"['make: FAIRCHILD', 'model: KR31', 'name: CHALLENGER', 'cert: TC 2-510, ATC 19']","['mfr: FAIRCHILD (1)', 'model: KR-31', 'code: KR31']",11,11
COL make VAL FAIRCHILD COL model VAL KR31 COL name VAL CHALLENGER COL cert VAL TC 2-510 ATC 19,COL mfr VAL FAIRCHILD COL model VAL KR-31,1,0.9999895751500056,1,FAIRCHILD KR31,FRCHLD-KR31-KR31,reg,"['make: FAIRCHILD', 'model: KR31', 'name: CHALLENGER', 'cert: TC 2-510 ATC 19']","['mfr: FAIRCHILD', 'model: KR-31']",11,11
"COL make VAL FAIRCHILD COL model VAL KR31 COL name VAL CHALLENGER COL cert VAL TC 2-510, ATC 19",COL mfr VAL FAIRCHILD (1) COL model VAL KR-31,1,0.9999897458985074,1,FAIRCHILD KR31,KR31 KR-31,doc8643_description,"['make: FAIRCHILD', 'model: KR31', 'name: CHALLENGER', 'cert: TC 2-510, ATC 19']","['mfr: FAIRCHILD (1)', 'model: KR-31']",11,11
"COL make VAL FAIRCHILD COL model VAL KR31 COL name VAL CHALLENGER COL cert VAL TC 2-510, ATC 19",COL mfr VAL KREIDER-REISNER COL model VAL C-2 Challenger COL code VAL KR31,1,0.9999884259565647,1,FAIRCHILD KR31,KR31 C-2 Challenger,doc8643_description,"['make: FAIRCHILD', 'model: KR31', 'name: CHALLENGER', 'cert: TC 2-510, ATC 19']","['mfr: KREIDER-REISNER', 'model: C-2 Challenger', 'code: KR31']",11,11
"COL make VAL FAIRCHILD COL model VAL KR31 COL name VAL CHALLENGER COL cert VAL TC 2-510, ATC 19",COL code VAL KR31,1,0.9999906350657793,1,FAIRCHILD KR31,KR31,doc8643_code,"['make: FAIRCHILD', 'model: KR31', 'name: CHALLENGER', 'cert: TC 2-510, ATC 19']",['code: KR31'],11,11
COL make VAL FAIRCHILD COL model VAL KR31 COL name VAL CHALLENGER COL cert VAL TC 2-510 ATC 19,COL make VAL FRCHLD COL model VAL KR31 COL series VAL KR31 COL cert VAL ATC19,1,0.9999905931079417,1,FAIRCHILD KR31,FRCHLD-KR31-KR31,faa,"['make: FAIRCHILD', 'model: KR31', 'name: CHALLENGER', 'cert: TC 2-510 ATC 19']","['make: FRCHLD', 'model: KR31', 'series: KR31', 'cert: ATC19']",11,11
COL make VAL FAIRCHILD COL model VAL KR31 COL name VAL CHALLENGER COL cert VAL TC 2-510,COL make VAL FAIRCHILD COL model VAL KR31 COL series VAL A COL name VAL CHALLENGER COL cert VAL TC 2-510,1,0.9999881516983249,1,FAIRCHILD KR31,5130,cictt,"['make: FAIRCHILD', 'model: KR31', 'name: CHALLENGER', 'cert: TC 2-510']","['make: FAIRCHILD', 'model: KR31', 'series: A', 'name: CHALLENGER', 'cert: TC 2-510']",11,11
COL make VAL FAIRCHILD COL model VAL KR31 COL name VAL CHALLENGER COL cert VAL TC 2-510 ATC 19,COL mfr VAL FAIRCHILD COL model VAL KR-31A,1,0.9999886952896578,1,FAIRCHILD KR31,FRCHLD-KR31-A,reg,"['make: FAIRCHILD', 'model: KR31', 'name: CHALLENGER', 'cert: TC 2-510 ATC 19']","['mfr: FAIRCHILD', 'model: KR-31A']",11,11
COL make VAL FAIRCHILD COL model VAL KR31 COL name VAL CHALLENGER COL cert VAL ATC 19,COL make VAL FAIRCHILD COL model VAL KR31 COL series VAL KR31 COL name VAL CHALLENGER COL cert VAL ATC 19,1,0.9999896361428277,1,FAIRCHILD KR31,5131,cictt,"['make: FAIRCHILD', 'model: KR31', 'name: CHALLENGER', 'cert: ATC 19']","['make: FAIRCHILD', 'model: KR31', 'series: KR31', 'name: CHALLENGER', 'cert: ATC 19']",11,11
"COL make VAL FAIRCHILD COL model VAL KR31 COL name VAL CHALLENGER COL cert VAL TC 2-510, ATC 19",COL mfr VAL KREIDER-REISNER COL model VAL C-2 Challenger,1,0.9999725523467752,1,FAIRCHILD KR31,KR31 C-2 Challenger,doc8643_description,"['make: FAIRCHILD', 'model: KR31', 'name: CHALLENGER', 'cert: TC 2-510, ATC 19']","['mfr: KREIDER-REISNER', 'model: C-2 Challenger']",11,11
"COL make VAL FAIRCHILD COL model VAL KR34 COL name VAL CHALLENGER COL cert VAL TC 2-505, ATC 162",COL mfr VAL KREIDER-REISNER COL model VAL C-4 Challenger,1,0.9999632685026014,1,FAIRCHILD KR34,KR34 C-4 Challenger,doc8643_description,"['make: FAIRCHILD', 'model: KR34', 'name: CHALLENGER', 'cert: TC 2-505, ATC 162']","['mfr: KREIDER-REISNER', 'model: C-4 Challenger']",11,11
COL make VAL FAIRCHILD COL model VAL KR34 COL name VAL CHALLENGER COL cert VAL ATC 162,COL make VAL FAIRCHILD COL model VAL KR34 COL series VAL C COL name VAL CHALLENGER COL cert VAL ATC 162,1,0.999988909742098,1,FAIRCHILD KR34,5133,cictt,"['make: FAIRCHILD', 'model: KR34', 'name: CHALLENGER', 'cert: ATC 162']","['make: FAIRCHILD', 'model: KR34', 'series: C', 'name: CHALLENGER', 'cert: ATC 162']",11,11
COL make VAL FAIRCHILD COL model VAL KR34 COL name VAL CHALLENGER COL cert VAL TC 2-505 ATC 162,COL mfr VAL FAIRCHILD COL model VAL KR-34C,1,0.99998815448892,1,FAIRCHILD KR34,FRCHLD-KR34-C,reg,"['make: FAIRCHILD', 'model: KR34', 'name: CHALLENGER', 'cert: TC 2-505 ATC 162']","['mfr: FAIRCHILD', 'model: KR-34C']",11,11
"COL make VAL FAIRCHILD COL model VAL KR34 COL name VAL CHALLENGER COL cert VAL TC 2-505, ATC 162",COL code VAL KR34,1,0.9999909721532385,1,FAIRCHILD KR34,KR34,doc8643_code,"['make: FAIRCHILD', 'model: KR34', 'name: CHALLENGER', 'cert: TC 2-505, ATC 162']",['code: KR34'],11,11
"COL make VAL FAIRCHILD COL model VAL KR34 COL name VAL CHALLENGER COL cert VAL TC 2-505, ATC 162",COL mfr VAL FAIRCHILD (1) COL model VAL KR-34 COL code VAL KR34,1,0.9999869205894515,1,FAIRCHILD KR34,KR34 KR-34,doc8643_description,"['make: FAIRCHILD', 'model: KR34', 'name: CHALLENGER', 'cert: TC 2-505, ATC 162']","['mfr: FAIRCHILD (1)', 'model: KR-34', 'code: KR34']",11,11
COL make VAL FAIRCHILD COL model VAL KR34 COL name VAL CHALLENGER COL cert VAL TC 2-505 ATC 162,COL make VAL FRCHLD COL model VAL KR34 COL series VAL B2 COL cert VAL 2505,1,0.9999881430512163,1,FAIRCHILD KR34,FRCHLD-KR34-B2,faa,"['make: FAIRCHILD', 'model: KR34', 'name: CHALLENGER', 'cert: TC 2-505 ATC 162']","['make: FRCHLD', 'model: KR34', 'series: B2', 'cert: 2505']",11,11
COL make VAL FAIRCHILD COL model VAL KR34 COL name VAL CHALLENGER COL cert VAL TC 2-505,COL make VAL FAIRCHILD COL model VAL KR34 COL series VAL B2 COL name VAL CHALLENGER COL cert VAL TC 2-505,1,0.9999853800876214,1,FAIRCHILD KR34,5132,cictt,"['make: FAIRCHILD', 'model: KR34', 'name: CHALLENGER', 'cert: TC 2-505']","['make: FAIRCHILD', 'model: KR34', 'series: B2', 'name: CHALLENGER', 'cert: TC 2-505']",11,11
"COL make VAL FAIRCHILD COL model VAL KR34 COL name VAL CHALLENGER COL cert VAL TC 2-505, ATC 162",COL mfr VAL FAIRCHILD (1) COL model VAL KR-34,1,0.9999891569083292,1,FAIRCHILD KR34,KR34 KR-34,doc8643_description,"['make: FAIRCHILD', 'model: KR34', 'name: CHALLENGER', 'cert: TC 2-505, ATC 162']","['mfr: FAIRCHILD (1)', 'model: KR-34']",11,11
COL make VAL FAIRCHILD COL model VAL KR34 COL name VAL CHALLENGER COL cert VAL TC 2-505 ATC 162,COL mfr VAL FAIRCHILD COL model VAL KR-34B2,1,0.9999854930773935,1,FAIRCHILD KR34,FRCHLD-KR34-B2,reg,"['make: FAIRCHILD', 'model: KR34', 'name: CHALLENGER', 'cert: TC 2-505 ATC 162']","['mfr: FAIRCHILD', 'model: KR-34B2']",11,11
"COL make VAL FAIRCHILD COL model VAL KR34 COL name VAL CHALLENGER COL cert VAL TC 2-505, ATC 162",COL mfr VAL KREIDER-REISNER COL model VAL C-4 Challenger COL code VAL KR34,1,0.9999860597931747,1,FAIRCHILD KR34,KR34 C-4 Challenger,doc8643_description,"['make: FAIRCHILD', 'model: KR34', 'name: CHALLENGER', 'cert: TC 2-505, ATC 162']","['mfr: KREIDER-REISNER', 'model: C-4 Challenger', 'code: KR34']",11,11
COL make VAL FAIRCHILD COL model VAL KR34 COL name VAL CHALLENGER COL cert VAL TC 2-505 ATC 162,COL make VAL FRCHLD COL model VAL KR34 COL series VAL C COL cert VAL ATC162,1,0.9999872606053245,1,FAIRCHILD KR34,FRCHLD-KR34-C,faa,"['make: FAIRCHILD', 'model: KR34', 'name: CHALLENGER', 'cert: TC 2-505 ATC 162']","['make: FRCHLD', 'model: KR34', 'series: C', 'cert: ATC162']",11,11
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD (1) COL model VAL M-62 Cornell COL code VAL FA62,1,0.9999893953556004,1,FAIRCHILD M62A,FA62 M-62 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD (1)', 'model: M-62 Cornell', 'code: FA62']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD COL model VAL M-62A-3,1,0.9999824571938699,1,FAIRCHILD M62A,FRCHLD-M62-M62A3,reg,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD', 'model: M-62A-3']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD (1) COL model VAL PT-19 Cornell COL code VAL FA62,1,0.9999897884268358,1,FAIRCHILD M62A,FA62 PT-19 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD (1)', 'model: PT-19 Cornell', 'code: FA62']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL make VAL FRCHLD COL model VAL M62 COL series VAL M62A3 COL cert VAL A724,1,0.9999888212207206,1,FAIRCHILD M62A,FRCHLD-M62-M62A3,faa,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['make: FRCHLD', 'model: M62', 'series: M62A3', 'cert: A724']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD (1) COL model VAL T-19 Cornell COL code VAL FA62,1,0.9999886432169864,1,FAIRCHILD M62A,FA62 T-19 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD (1)', 'model: T-19 Cornell', 'code: FA62']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL make VAL FRCHLD COL model VAL M62 COL series VAL M62A COL cert VAL A724,1,0.9999887580000097,1,FAIRCHILD M62A,FRCHLD-M62-M62A,faa,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['make: FRCHLD', 'model: M62', 'series: M62A', 'cert: A724']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD (1) COL model VAL PT-26 Cornell,1,0.9999902952167017,1,FAIRCHILD M62A,FA62 PT-26 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD (1)', 'model: PT-26 Cornell']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD (1) COL model VAL T-19 Cornell,1,0.9999844404786081,1,FAIRCHILD M62A,FA62 T-19 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD (1)', 'model: T-19 Cornell']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FLEET COL model VAL PT-26 Cornell,1,0.999970981968447,1,FAIRCHILD M62A,FA62 PT-26 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FLEET', 'model: PT-26 Cornell']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL code VAL FA62,1,0.9993470006938288,1,FAIRCHILD M62A,FA62,doc8643_code,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']",['code: FA62'],21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FLEET COL model VAL PT-23 Cornell,1,0.9999416205891459,1,FAIRCHILD M62A,FA62 PT-23 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FLEET', 'model: PT-23 Cornell']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD (1) COL model VAL PT-23 Cornell,1,0.9999903050868845,1,FAIRCHILD M62A,FA62 PT-23 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD (1)', 'model: PT-23 Cornell']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD (1) COL model VAL PT-23 Cornell COL code VAL FA62,1,0.9999901900356458,1,FAIRCHILD M62A,FA62 PT-23 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD (1)', 'model: PT-23 Cornell', 'code: FA62']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FLEET COL model VAL PT-23 Cornell COL code VAL FA62,1,0.9999865459771835,1,FAIRCHILD M62A,FA62 PT-23 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FLEET', 'model: PT-23 Cornell', 'code: FA62']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD (1) COL model VAL PT-19 Cornell,1,0.9999893010165196,1,FAIRCHILD M62A,FA62 PT-19 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD (1)', 'model: PT-19 Cornell']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD (1) COL model VAL M-62 Cornell,1,0.9999910843727748,1,FAIRCHILD M62A,FA62 M-62 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD (1)', 'model: M-62 Cornell']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL make VAL FAIRCHILD COL model VAL M62A COL series VAL M62A COL cert VAL A-724,1,0.9999881386857051,1,FAIRCHILD M62A,5138,cictt,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['make: FAIRCHILD', 'model: M62A', 'series: M62A', 'cert: A-724']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD (1) COL model VAL PT-26 Cornell COL code VAL FA62,1,0.9999899796390938,1,FAIRCHILD M62A,FA62 PT-26 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD (1)', 'model: PT-26 Cornell', 'code: FA62']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL make VAL FAIRCHILD COL model VAL M62A COL series VAL 3 COL cert VAL A-724,1,0.9999895552225135,1,FAIRCHILD M62A,5134,cictt,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['make: FAIRCHILD', 'model: M62A', 'series: 3', 'cert: A-724']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FLEET COL model VAL PT-26 Cornell COL code VAL FA62,1,0.9999876443344498,1,FAIRCHILD M62A,FA62 PT-26 Cornell,doc8643_description,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FLEET', 'model: PT-26 Cornell', 'code: FA62']",21,21
COL make VAL FAIRCHILD COL model VAL M62A COL cert VAL A-724,COL mfr VAL FAIRCHILD COL model VAL M-62A,1,0.9999658950727355,1,FAIRCHILD M62A,FRCHLD-M62-M62A,reg,"['make: FAIRCHILD', 'model: M62A', 'cert: A-724']","['mfr: FAIRCHILD', 'model: M-62A']",21,21
COL make VAL FAIRCHILD COL model VAL M84 COL cert VAL A-2-599,COL make VAL FAIRCHILD COL model VAL M84 COL series VAL C COL cert VAL A-2-599,1,0.9999212928599367,1,FAIRCHILD M84,21480,cictt,"['make: FAIRCHILD', 'model: M84', 'cert: A-2-599']","['make: FAIRCHILD', 'model: M84', 'series: C', 'cert: A-2-599']",3,3
COL make VAL FAIRCHILD COL model VAL M84 COL cert VAL A-2-599,COL make VAL M COL model VAL 84 COL series VAL C COL cert VAL A2599,1,0.9999783377184481,1,FAIRCHILD M84,M-84-C,faa,"['make: FAIRCHILD', 'model: M84', 'cert: A-2-599']","['make: M', 'model: 84', 'series: C', 'cert: A2599']",3,3
COL make VAL FAIRCHILD COL model VAL M84 COL cert VAL A-2-599,COL mfr VAL FAIRCHILD COL model VAL M-84-C,1,0.999977389875365,1,FAIRCHILD M84,M-84-C,reg,"['make: FAIRCHILD', 'model: M84', 'cert: A-2-599']","['mfr: FAIRCHILD', 'model: M-84-C']",3,3
COL make VAL FAIRCHILD COL model VAL PILGRIM 100 COL cert VAL ATC 470,COL make VAL FAIRCHILD COL model VAL PILGRIM 100 COL series VAL B COL cert VAL ATC 470,1,0.9999898511532942,1,FAIRCHILD PILGRIM 100,21441,cictt,"['make: FAIRCHILD', 'model: PILGRIM 100', 'cert: ATC 470']","['make: FAIRCHILD', 'model: PILGRIM 100', 'series: B', 'cert: ATC 470']",6,6
COL make VAL FAIRCHILD COL model VAL PILGRIM 100 COL cert VAL ATC 443,COL make VAL FAIRCHILD COL model VAL PILGRIM 100 COL series VAL A COL cert VAL ATC 443,1,0.9999866462129527,1,FAIRCHILD PILGRIM 100,21439,cictt,"['make: FAIRCHILD', 'model: PILGRIM 100', 'cert: ATC 443']","['make: FAIRCHILD', 'model: PILGRIM 100', 'series: A', 'cert: ATC 443']",6,6
COL make VAL FAIRCHILD COL model VAL PILGRIM 100 COL cert VAL ATC 443 ATC 470,COL make VAL AMERAP COL model VAL PILGRM COL series VAL 100A COL cert VAL ATC443,1,0.9997917878165861,1,FAIRCHILD PILGRIM 100,AMERAP-PILGRM-100A,faa,"['make: FAIRCHILD', 'model: PILGRIM 100', 'cert: ATC 443 ATC 470']","['make: AMERAP', 'model: PILGRM', 'series: 100A', 'cert: ATC443']",6,6
COL make VAL FAIRCHILD COL model VAL PILGRIM 100 COL cert VAL ATC 443 ATC 470,COL mfr VAL AMERICAN AIRPLANE & ENGINE COL model VAL PILGRIM 100B,1,0.9999856276213356,1,FAIRCHILD PILGRIM 100,AMERAP-PILGRM-100B,reg,"['make: FAIRCHILD', 'model: PILGRIM 100', 'cert: ATC 443 ATC 470']","['mfr: AMERICAN AIRPLANE & ENGINE', 'model: PILGRIM 100B']",6,6
COL make VAL FAIRCHILD COL model VAL PILGRIM 100 COL cert VAL ATC 443 ATC 470,COL mfr VAL AMERICAN AIRPLANE & ENGINE COL model VAL PILGRIM 100A,1,0.9999866769897497,1,FAIRCHILD PILGRIM 100,AMERAP-PILGRM-100A,reg,"['make: FAIRCHILD', 'model: PILGRIM 100', 'cert: ATC 443 ATC 470']","['mfr: AMERICAN AIRPLANE & ENGINE', 'model: PILGRIM 100A']",6,6
COL make VAL FAIRCHILD COL model VAL PILGRIM 100 COL cert VAL ATC 443 ATC 470,COL make VAL AMERAP COL model VAL PILGRM COL series VAL 100B COL cert VAL ATC470,1,0.9999533037208006,1,FAIRCHILD PILGRIM 100,AMERAP-PILGRM-100B,faa,"['make: FAIRCHILD', 'model: PILGRIM 100', 'cert: ATC 443 ATC 470']","['make: AMERAP', 'model: PILGRM', 'series: 100B', 'cert: ATC470']",6,6
COL make VAL FAIRCHILD COL model VAL PILGRIM FC2 COL cert VAL ATC 10,COL make VAL FAIRCHILD COL model VAL PILGRIM FC2 COL series VAL PILGRIM FC2 COL cert VAL ATC 10,1,0.9999900628404303,1,FAIRCHILD PILGRIM FC2,21442,cictt,"['make: FAIRCHILD', 'model: PILGRIM FC2', 'cert: ATC 10']","['make: FAIRCHILD', 'model: PILGRIM FC2', 'series: PILGRIM FC2', 'cert: ATC 10']",3,3
COL make VAL FAIRCHILD COL model VAL PILGRIM FC2 COL cert VAL ATC 10,COL mfr VAL AMERICAN AIRPLANE & ENGINE COL model VAL PILGRIM FC-2,1,0.9999653520038065,1,FAIRCHILD PILGRIM FC2,AMERAP-PILGRM-FC2,reg,"['make: FAIRCHILD', 'model: PILGRIM FC2', 'cert: ATC 10']","['mfr: AMERICAN AIRPLANE & ENGINE', 'model: PILGRIM FC-2']",3,3
COL make VAL FAIRCHILD COL model VAL PILGRIM FC2 COL cert VAL ATC 10,COL make VAL AMERAP COL model VAL PILGRM COL series VAL FC2 COL cert VAL ATC10,1,0.9999076588587442,1,FAIRCHILD PILGRIM FC2,AMERAP-PILGRM-FC2,faa,"['make: FAIRCHILD', 'model: PILGRIM FC2', 'cert: ATC 10']","['make: AMERAP', 'model: PILGRM', 'series: FC2', 'cert: ATC10']",3,3
COL make VAL FAIRCHILD COL model VAL SUPER 71 COL cert VAL NOT CERTIFICATED,COL make VAL FAIRCHILD COL model VAL SUPER 71 COL series VAL SUPER 71 COL cert VAL NOT CERTIFICATED,1,0.9999900864283762,1,FAIRCHILD SUPER 71,10165,cictt,"['make: FAIRCHILD', 'model: SUPER 71', 'cert: NOT CERTIFICATED']","['make: FAIRCHILD', 'model: SUPER 71', 'series: SUPER 71', 'cert: NOT CERTIFICATED']",3,3
COL make VAL FAIRCHILD COL model VAL SUPER 71 COL cert VAL NOT CERTIFICATED,COL mfr VAL FAIRCHILD COL model VAL 71,1,0.9999327766923861,1,FAIRCHILD SUPER 71,FRCHLD-71-71,reg,"['make: FAIRCHILD', 'model: SUPER 71', 'cert: NOT CERTIFICATED']","['mfr: FAIRCHILD', 'model: 71']",3,3
COL make VAL FAIRCHILD COL model VAL SUPER 71 COL cert VAL NOT CERTIFICATED,COL make VAL FRCHLD COL model VAL 71 COL series VAL 71 COL cert VAL ATC89,1,0.9997780198640623,1,FAIRCHILD SUPER 71,FRCHLD-71-71,faa,"['make: FAIRCHILD', 'model: SUPER 71', 'cert: NOT CERTIFICATED']","['make: FRCHLD', 'model: 71', 'series: 71', 'cert: ATC89']",3,3
COL make VAL FLEET COL model VAL 1 COL cert VAL ATC 122,COL make VAL FLEET COL model VAL 1 COL series VAL 1 COL cert VAL ATC122,1,0.9999854271163234,1,FLEET 1,FLEET-1-1,faa,"['make: FLEET', 'model: 1', 'cert: ATC 122']","['make: FLEET', 'model: 1', 'series: 1', 'cert: ATC122']",3,3
COL make VAL FLEET COL model VAL 1 COL cert VAL ATC 122,COL make VAL FLEET COL model VAL 1 COL series VAL 1 COL cert VAL ATC 122,1,0.9999885751713871,1,FLEET 1,5224,cictt,"['make: FLEET', 'model: 1', 'cert: ATC 122']","['make: FLEET', 'model: 1', 'series: 1', 'cert: ATC 122']",3,3
COL make VAL FLEET COL model VAL 1 COL cert VAL ATC 122,COL mfr VAL BREWSTER COL model VAL FLEET 1,1,0.9935179349414608,1,FLEET 1,FLEET-1-1,reg,"['make: FLEET', 'model: 1', 'cert: ATC 122']","['mfr: BREWSTER', 'model: FLEET 1']",3,3
COL make VAL FLEET COL model VAL 10 COL cert VAL ATC 374,COL mfr VAL FLEET COL model VAL 11 COL code VAL FINC,1,0.9997971618177711,1,FLEET 10,FINC 11,doc8643_description,"['make: FLEET', 'model: 10', 'cert: ATC 374']","['mfr: FLEET', 'model: 11', 'code: FINC']",10,10
COL make VAL FLEET COL model VAL 10 COL cert VAL ATC 374,COL code VAL FINC,1,0.9992409888021503,1,FLEET 10,FINC,doc8643_code,"['make: FLEET', 'model: 10', 'cert: ATC 374']",['code: FINC'],10,10
COL make VAL FLEET COL model VAL 10 COL cert VAL ATC 374,COL mfr VAL BREWSTER COL model VAL FLEET 10,1,0.9486807424236834,1,FLEET 10,FLEET-10-10,reg,"['make: FLEET', 'model: 10', 'cert: ATC 374']","['mfr: BREWSTER', 'model: FLEET 10']",10,10
COL make VAL FLEET COL model VAL 10 COL cert VAL ATC 374,COL make VAL FLEET COL model VAL 10 COL series VAL 10 COL cert VAL ATC374,1,0.9999445002509281,1,FLEET 10,FLEET-10-10,faa,"['make: FLEET', 'model: 10', 'cert: ATC 374']","['make: FLEET', 'model: 10', 'series: 10', 'cert: ATC374']",10,10
COL make VAL FLEET COL model VAL 10 COL cert VAL ATC 374,COL mfr VAL FLEET COL model VAL 10 COL code VAL FINC,1,0.9999857830886947,1,FLEET 10,FINC 10,doc8643_description,"['make: FLEET', 'model: 10', 'cert: ATC 374']","['mfr: FLEET', 'model: 10', 'code: FINC']",10,10
COL make VAL FLEET COL model VAL 10 COL cert VAL ATC 374,COL mfr VAL FLEET COL model VAL 11,1,0.9967554084345731,1,FLEET 10,FINC 11,doc8643_description,"['make: FLEET', 'model: 10', 'cert: ATC 374']","['mfr: FLEET', 'model: 11']",10,10
COL make VAL FLEET COL model VAL 10 COL cert VAL ATC 374,COL mfr VAL FLEET COL model VAL 16 Finch COL code VAL FINC,1,0.9991282739387181,1,FLEET 10,FINC 16 Finch,doc8643_description,"['make: FLEET', 'model: 10', 'cert: ATC 374']","['mfr: FLEET', 'model: 16 Finch', 'code: FINC']",10,10
COL make VAL FLEET COL model VAL 10 COL cert VAL ATC 374,COL make VAL FLEET COL model VAL 10 COL series VAL 10 COL cert VAL ATC 374,1,0.9999826554512053,1,FLEET 10,5226,cictt,"['make: FLEET', 'model: 10', 'cert: ATC 374']","['make: FLEET', 'model: 10', 'series: 10', 'cert: ATC 374']",10,10
COL make VAL FLEET COL model VAL 10 COL cert VAL ATC 374,COL mfr VAL FLEET COL model VAL 10,1,0.9999290695655358,1,FLEET 10,FINC 10,doc8643_description,"['make: FLEET', 'model: 10', 'cert: ATC 374']","['mfr: FLEET', 'model: 10']",10,10
COL make VAL FLEET COL model VAL 10 COL cert VAL ATC 374,COL mfr VAL FLEET COL model VAL 16 Finch,1,0.9998800279146429,1,FLEET 10,FINC 16 Finch,doc8643_description,"['make: FLEET', 'model: 10', 'cert: ATC 374']","['mfr: FLEET', 'model: 16 Finch']",10,10
COL make VAL FLEET COL model VAL 16 COL name VAL FINCH II COL cert VAL NOT CERTIFICATED,COL make VAL FLEET COL model VAL 16B COL series VAL 16B COL cert VAL 2566,1,0.9999463602543016,1,FLEET 16,FLEET-16B-16B,faa,"['make: FLEET', 'model: 16', 'name: FINCH II', 'cert: NOT CERTIFICATED']","['make: FLEET', 'model: 16B', 'series: 16B', 'cert: 2566']",10,10
COL make VAL FLEET COL model VAL 16 COL name VAL FINCH II COL cert VAL NOT CERTIFICATED,COL mfr VAL FLEET COL model VAL FLEET 16B,1,0.9984382310424617,1,FLEET 16,FLEET-16B-16B,reg,"['make: FLEET', 'model: 16', 'name: FINCH II', 'cert: NOT CERTIFICATED']","['mfr: FLEET', 'model: FLEET 16B']",10,10
