left,right,match,match_confidence,gold,left_id,right_id,source
COL make VAL DASSAULT COL model VAL FALCON 7X COL cert VAL EASA.A.155,COL mfr VAL DASSAULT AVIATION COL model VAL FALCON 7X,1,0.9999884484957311,0,DASSAULT FALCON 7X,DASALT-FALCON-6X,reg
COL make VAL SIKORSKY COL model VAL CH34 COL name VAL CHOCTAW COL cert VAL H8SW,COL mfr VAL SIKORSKY COL model VAL S-58T COL code VAL S58T,1,0.956862868684556,0,SIKORSKY CH34,S58T S-58T,doc8643_description
COL make VAL DOUGLAS COL model VAL A24 COL name VAL BANSHEE,COL code VAL SBD,0,0.9999929932624851,1,DOUGLAS A24,SBD,doc8643_code
COL make VAL CESSNA COL model VAL 172RG COL name VAL CUTLASS RG COL cert VAL 3A17,COL make VAL CE COL model VAL 172 COL series VAL RG COL name VAL SKYHAWK COL cert VAL 3A17,0,0.9999851622262643,1,CESSNA 172RG,CE-172-RG,faa
COL make VAL VICKERS COL model VAL VISCOUNT COL cert VAL NOT CERTIFICATED,COL make VAL VK COL model VAL 745 COL series VAL 745 COL cert VAL A814,0,0.9999963919503001,1,VICKERS VISCOUNT,VK-745-745,faa
COL make VAL ATR COL model VAL ATR42 COL cert VAL EASA.A.084,COL code VAL AT45,0,0.9994409258173109,1,ATR ATR42,AT45,doc8643_code
COL make VAL BEECH COL model VAL 19 COL name VAL MUSKETEER SPORT III COL cert VAL A1CE,COL mfr VAL BEECH COL model VAL A23-19,0,0.9939628891468357,1,BEECH 19,BE-23-A2319,reg
COL make VAL GULFSTREAM COL model VAL GVIII COL cert VAL T00015AT,COL code VAL CH7A,1,0.6213589815134598,0,GULFSTREAM GVIII,CH7A,doc8643_code
COL make VAL MCDONNELL DOUGLAS COL model VAL MD90 COL cert VAL A6WE,COL make VAL DOUGLAS COL model VAL DC9 COL series VAL 41 COL cert VAL A6WE,1,0.3647398269240162,0,MCDONNELL DOUGLAS MD90,4813,cictt
COL make VAL CURTISS WRIGHT COL model VAL C46 COL name VAL COMMANDO COL cert VAL 3A2,COL mfr VAL CURTISS WRIGHT COL model VAL C-46R,0,0.9999942034389194,1,CURTISS WRIGHT C46,AIRLFT-C46-R,reg
COL make VAL BELLANCA COL model VAL CH300 COL name VAL PACEMAKER COL cert VAL ATC 129,COL mfr VAL BELLANCA COL model VAL CH,1,0.9999554986307984,0,BELLANCA CH300,BL-CH-CH,reg
COL make VAL MOONEY COL model VAL M20M COL name VAL TLS COL cert VAL 2A3,COL make VAL MOONEY COL model VAL 20 COL series VAL M COL cert VAL 2A3,0,0.9369502184222999,1,MOONEY M20M,MOONEY-20-M,faa
COL make VAL SWEARINGEN COL model VAL SA227 COL name VAL METRO III METRO 23 MERLIN IV MERLIN IIIC 23 METRO IIIA COL cert VAL A8SW A18SW A5SW,COL make VAL SA COL model VAL 227 COL series VAL CC COL cert VAL A18SW,0,0.9999956792840239,1,SWEARINGEN SA227,SA-227-CC,faa
COL make VAL DASSAULT COL model VAL FANJET FALCON COL cert VAL 103,COL mfr VAL DASSAULT-BREGUET COL model VAL MYSTERE FALCON 200,1,0.5332408027469615,0,DASSAULT FANJET FALCON,AMD-20-200,reg
COL make VAL DOUGLAS COL model VAL DSTA COL cert VAL A-669,COL mfr VAL DOUGLAS COL model VAL VC-117,1,0.6152472134777549,0,DOUGLAS DSTA,DC3S VC-117,doc8643_description
COL make VAL BEECH COL model VAL 18 COL name VAL SUPER 18 COL cert VAL TC 710 A-765 TC 630 A-757 A-684 TC 770,COL mfr VAL BEECH COL model VAL E18S-9700,0,0.9740598594482838,1,BEECH 18,BE-18-E18S9700,reg
COL make VAL DOUGLAS COL model VAL A26 COL name VAL INVADER COL cert VAL NOT CERTIFICATED,COL mfr VAL DOUGLAS COL model VAL A-24B,1,0.9991022422177401,0,DOUGLAS A26,DC-A24-B,reg
COL make VAL IAI COL model VAL 1123 COL name VAL WESTWIND COL cert VAL A2IL,COL code VAL WW23,0,0.9999963417422066,1,IAI 1123,WW23,doc8643_code
COL make VAL BOMBARDIER COL model VAL BD500 COL name VAL CS300 COL cert VAL A-236,COL mfr VAL AIRBUS COL model VAL A-220-300,0,0.9235473899566805,1,BOMBARDIER BD500,BCS3 A-220-300,doc8643_description
"COL make VAL BELL COL model VAL UH1 COL name VAL IROQUOIS COL cert VAL R00007DE, H7SO, H13WE, H7NE, H12NM, H3SO",COL mfr VAL BELL COL model VAL CH-118,0,0.9987232980241654,1,BELL UH1,UH1 CH-118,doc8643_description
COL make VAL ROCKWELL COL model VAL 112 COL name VAL COMMANDER 112 ALPINE COMMANDER COL cert VAL A12SO,COL make VAL GA COL model VAL 112 COL series VAL TC COL cert VAL A12SO,0,0.9930602709986784,1,ROCKWELL 112,GA-112-TC,faa
COL make VAL MONOCOUPE COL model VAL 90A COL name VAL MONOCOUPE 90 COL cert VAL A-306,COL mfr VAL MONOCOUPE COL model VAL 90,0,0.9999639482742351,1,MONOCOUPE 90A,MC90 90,doc8643_description
COL make VAL PIPER COL model VAL PA12S COL name VAL SUPER CRUISER COL cert VAL A-780,COL make VAL PA COL model VAL 18 COL series VAL S125 COL name VAL SUPER CUB COL cert VAL 1A2,1,0.9998537790503541,0,PIPER PA12S,PA-18-S125,faa
COL make VAL ALPHA COL model VAL R2160 COL name VAL ALPHA SPORT COL cert VAL A-15,COL make VAL R COL model VAL 2160 COL series VAL 2160 COL cert VAL A48EU,0,0.9999641925064793,1,ALPHA R2160,R-2160-2160,faa
COL make VAL BAE COL model VAL JETSTREAM 3100 COL cert VAL EASA.A.191,COL code VAL JS32,0,0.9998882513715394,1,BAE JETSTREAM 3100,JS32,doc8643_code
COL make VAL CURTISS WRIGHT COL model VAL FLEDGLING COL cert VAL ATC 191 TC 2-472,COL make VAL CURTIS COL model VAL FLGLNG COL series VAL J1 COL name VAL FLEDGLING J1 SPECIAL COL cert VAL 2472,0,0.9767193903220995,1,CURTISS WRIGHT FLEDGLING,CURTIS-FLGLNG-J1,faa
COL make VAL EUROCOPTER COL model VAL AS350 COL name VAL ECUREUIL COL cert VAL EASA.R.008,COL mfr VAL RAYTHEON COL model VAL U-125,1,0.9951068966068062,0,EUROCOPTER AS350,H25B U-125,doc8643_description
COL make VAL PIPER COL model VAL PA28S COL name VAL CHEROKEE COL cert VAL 2A13,COL mfr VAL EMBRAER COL model VAL EMB-111 Bandeirulha,1,0.8889342456363183,0,PIPER PA28S,E110 EMB-111 Bandeirulha,doc8643_description
COL make VAL CESSNA COL model VAL T240 COL name VAL CESSNA TTX COL cert VAL A00003SE,COL code VAL CAR,1,0.7211290083849399,0,CESSNA T240,CAR,doc8643_code
COL make VAL PIPER COL model VAL PA46R COL name VAL MALIBU MATRIX COL cert VAL A25SO,COL mfr VAL NEIVA COL model VAL EMB-721 Sertanejo,1,0.9917951060318815,0,PIPER PA46R,P32R EMB-721 Sertanejo,doc8643_description
COL make VAL WACO COL model VAL AGC COL cert VAL TC 664,COL mfr VAL WACO COL model VAL UKC,1,0.999902760697225,0,WACO AGC,WACO-UKC-UKC,reg
"COL make VAL PIPER COL model VAL PA32R COL name VAL LANCE, SARATOGA II TC COL cert VAL A3SO",COL code VAL PAY3,1,0.9990492808774839,0,PIPER PA32R,PAY3,doc8643_code
COL make VAL NORTH AMERICAN COL model VAL A36 COL name VAL MUSTANG COL cert VAL LTC-15,COL code VAL P51,0,0.9999960565943838,1,NORTH AMERICAN A36,P51,doc8643_code
COL make VAL CANADAIR COL model VAL CL215 1A10 COL name VAL SCOOPER COL cert VAL A-86,COL mfr VAL CANADAIR COL model VAL CL-215 COL code VAL CL2P,0,0.8779198304309574,1,CANADAIR CL215 1A10,CL2P CL-215,doc8643_description
COL make VAL CHAMPION COL model VAL 7GCB COL name VAL CHALLENGER COL cert VAL A-759,COL mfr VAL CHAMPION COL model VAL 7GCAA,0,0.9132448324940983,1,CHAMPION 7GCB,CH7B 7GCAA,doc8643_description
COL make VAL AGUSTA COL model VAL A109 COL name VAL POWER COL cert VAL EASA.R.005,COL mfr VAL AGUSTA COL model VAL MH-68 Stingray,0,0.8831404890362674,1,AGUSTA A109,A109 MH-68 Stingray,doc8643_description
COL make VAL CESSNA COL model VAL 210 COL name VAL CENTURION COL cert VAL 3A21,COL code VAL C210,0,0.9835869131875364,1,CESSNA 210,C210,doc8643_code
COL make VAL LANCAIR COL model VAL LC40 COL name VAL COLUMBIA 300 COL cert VAL A00003SE,COL code VAL COL3,0,0.9984507477441642,1,LANCAIR LC40,COL3,doc8643_code
COL make VAL AEROSPATIALE COL model VAL SA360 COL name VAL DAUPHIN COL cert VAL 153,COL make VAL SA COL model VAL 365 COL series VAL N1 COL name VAL DAUPHIN COL cert VAL H10EU,1,0.4190863720843661,0,AEROSPATIALE SA360,SA-365-N1,faa
COL make VAL WACO COL model VAL KNF COL cert VAL ATC 313,COL mfr VAL WACO COL model VAL INF,0,0.7679390558434565,1,WACO KNF,WACF INF,doc8643_description
COL make VAL GRUMMAN COL model VAL HU16 COL name VAL ALBATROSS COL cert VAL A33SO,COL mfr VAL GRUMMAN COL model VAL G164C,0,0.9999921008977706,1,GRUMMAN HU16,AIRCRN-HU16-B,reg
COL make VAL BEECH COL model VAL C12 COL name VAL HURON SUPER KING AIR COL cert VAL A24CE,COL mfr VAL BEECH COL model VAL C17L,1,0.5832020999574137,0,BEECH C12,BE-17-C17L,reg
COL make VAL MOONEY COL model VAL M20R COL name VAL OVATION COL cert VAL 2A3,COL mfr VAL MOONEY COL model VAL M20R,0,0.9987743838133788,1,MOONEY M20R,MOONEY-20-R,reg
COL make VAL AEROSPATIALE COL model VAL AS332 COL name VAL SUPER PUMA COL cert VAL EASA.R.002,COL mfr VAL AEROSPATIALE COL model VAL Hkp10 Super Puma COL code VAL AS32,0,0.8312809111973632,1,AEROSPATIALE AS332,AS32 Hkp10 Super Puma,doc8643_description
COL make VAL CESSNA COL model VAL T240 COL name VAL CESSNA TTX COL cert VAL A00003SE,COL code VAL B24,1,0.7526283786547323,0,CESSNA T240,B24,doc8643_code
COL make VAL AERONCA COL model VAL 65TL COL name VAL TANDEM COL cert VAL A-728,COL make VAL AR COL model VAL 65 COL series VAL TL COL cert VAL A728,0,0.9714728374844587,1,AERONCA 65TL,AR-65-TL,faa
"COL make VAL PIPER COL model VAL PA32R COL name VAL LANCE, SARATOGA II TC COL cert VAL A3SO",COL mfr VAL NEIVA COL model VAL EMB-720 Minuano COL code VAL PA32,1,0.998790636708478,0,PIPER PA32R,PA32 EMB-720 Minuano,doc8643_description
COL make VAL TAYLORCRAFT COL model VAL BF12 COL cert VAL A-699,COL make VAL TAYLORCRAFT COL model VAL BF COL series VAL BF COL cert VAL A-699,1,0.6247832353116944,0,TAYLORCRAFT BF12,8934,cictt
COL make VAL BEECH COL model VAL 35 COL name VAL BONANZA COL cert VAL A-777 3A15,COL mfr VAL BEECH COL model VAL M35,0,0.9999942715496266,1,BEECH 35,BE-35-M35,reg
COL make VAL LOCKHEED COL model VAL 18 COL name VAL LODESTAR COL cert VAL A-723,COL mfr VAL HOWARD (2) COL model VAL 250,0,0.9532025996746001,1,LOCKHEED 18,L18 250,doc8643_description
COL make VAL CESSNA COL model VAL TO1 COL cert VAL 3A14,COL make VAL CE COL model VAL 305 COL series VAL O1A COL name VAL BIRD DOG COL cert VAL 5A5,1,0.920884908244897,0,CESSNA TO1,CE-305-O1A,faa
COL make VAL PZL MIELEC COL model VAL M28 COL name VAL SKYTRUCK COL cert VAL EASA.A.058,COL code VAL L8,1,0.6156580949590194,0,PZL MIELEC M28,L8,doc8643_code
COL make VAL GLASFLUGEL COL model VAL KESTREL COL cert VAL EASA.A.241,COL make VAL GLASFL COL model VAL KESTRL COL series VAL KESTRL COL cert VAL G20EU,0,0.999890735288968,1,GLASFLUGEL KESTREL,GLASFL-KESTRL-KESTRL,faa
COL make VAL WACO COL model VAL DQC COL cert VAL ATC 597,COL mfr VAL WACO COL model VAL YKC,0,0.9632893867538457,1,WACO DQC,WACC YKC,doc8643_description
COL make VAL SCHLEICHER COL model VAL ASH25 COL name VAL ASH25 MI COL cert VAL EASA.A.213,COL mfr VAL ALEXANDER SCHLEICHER GMBH & CO COL model VAL ASW 27,0,0.9999963213968771,1,SCHLEICHER ASH25,SCHLER-ASH25M,reg
COL make VAL DOUGLAS COL model VAL C47 COL name VAL SKYTRAIN COL cert VAL A-669,COL make VAL DC COL model VAL 3 COL series VAL CS4C4G COL cert VAL A669,0,0.9999945814667018,1,DOUGLAS C47,DC-3-CS4C4G,faa
COL make VAL TAYLORCRAFT COL model VAL BCS12 COL cert VAL A-696,COL make VAL TCRAFK COL model VAL BL COL series VAL S1265 COL cert VAL A700,1,0.5300354917842872,0,TAYLORCRAFT BCS12,TCRAFK-BL-S1265,faa
COL make VAL EUROCOPTER COL model VAL EC155 COL cert VAL EASA.R.105,COL mfr VAL KOREA AEROSPACE COL model VAL LAH,0,0.9999963100673516,1,EUROCOPTER EC155,EC55 LAH,doc8643_description
COL make VAL WACO COL model VAL INF COL cert VAL ATC 345,COL mfr VAL WACO COL model VAL QCF,0,0.9877780216871261,1,WACO INF,WACF QCF,doc8643_description
COL make VAL CONVAIR COL model VAL 440 COL name VAL METROPOLITAN COL cert VAL A-220,COL mfr VAL CONVAIR COL model VAL 340,0,0.9999954187137283,1,CONVAIR 440,CV-440-5800STC,reg
COL make VAL STEARMAN COL model VAL A75 COL name VAL KAYDET COL cert VAL A-743,COL make VAL B COL model VAL 75 COL series VAL N2S4 COL cert VAL A743,0,0.9999963113972866,1,STEARMAN A75,B-75-N2S4,faa
